Case No,Department
KM-15064,Agriculture - KM
KM-15060,Agriculture - KM
KM-15056,Agriculture - KM
KM-15055,Agriculture - KM
KM-15054,Agriculture - KM
KM-15053,Agriculture - KM
KM-15052,Agriculture - KM
KM-15051,Agriculture - KM
KM-15050,Agriculture - KM
KM-15046,Agriculture - KM
KM-15041,Agriculture - KM
KM-15039,Agriculture - KM
KM-13181,Revenue
KM-15038,Agriculture - KM
KM-15036,Agriculture - KM
KM-15034,Agriculture - KM
KM-15032,Agriculture - KM
KM-15029,Agriculture - KM
KM-15027,Agriculture - KM
KM-15025,Agriculture - KM
KM-15024,Agriculture - KM
KM-15023,Agriculture - KM
KM-15018,Agriculture - KM
KM-15011,Agriculture - KM
KM-15002,Agriculture - KM
KM-14993,Agriculture - KM
KM-14980,Agriculture - KM
KM-14973,Agriculture - KM
KM-14972,Agriculture - KM
KM-14971,Agriculture - KM
KM-14970,Agriculture - KM
KM-14967,Agriculture - KM
KM-14966,Agriculture - KM
KM-14962,Agriculture - KM
KM-14960,Agriculture - KM
KM-14957,Agriculture - KM
KM-12615,Agriculture - KM
KM-13480,Agriculture - KM
KM-13806,Marketing
KM-12636,Agriculture - KM
KM-14778,Agriculture - KM
KM-14775,Agriculture - KM
KM-14772,Agriculture - KM
KM-14954,Agriculture - KM
KM-13505,Revenue
KM-14721,Agriculture - KM
KM-14720,Horticulture
KM-14719,Horticulture
KM-14568,Revenue
KM-13173,Revenue
KM-14682,Agriculture - KM
KM-14681,Agriculture - KM
KM-13887,Agriculture - KM
KM-12668,Agriculture - KM
KM-13130,Agriculture - KM
KM-13448,Agriculture - KM
KM-13434,Agriculture - KM
KM-14144,Agriculture - KM
KM-13268,Horticulture
KM-13311,Horticulture
KM-13497,Revenue
KM-13144,Revenue
KM-12521,Revenue
KM-14435,Marketing
KM-14099,Marketing
KM-12603,Agriculture - KM
KM-12685,Agriculture - KM
KM-14535,Electricity
KM-14677,Agriculture - KM
KM-14676,Agriculture - KM
KM-14675,Agriculture - KM
KM-14674,Agriculture - KM
KM-14673,Agriculture - KM
KM-14672,Agriculture - KM
KM-14671,Agriculture - KM
KM-14670,Agriculture - KM
KM-14669,Agriculture - KM
KM-14668,Agriculture - KM
KM-14667,Agriculture - KM
KM-14666,Agriculture - KM
KM-14665,Agriculture - KM
KM-14664,Agriculture - KM
KM-14663,Agriculture - KM
KM-14662,Agriculture - KM
KM-14661,Agriculture - KM
KM-14660,Agriculture - KM
KM-14659,Agriculture - KM
KM-14658,Agriculture - KM
KM-14657,Agriculture - KM
KM-14656,Agriculture - KM
KM-14655,Agriculture - KM
KM-14654,Agriculture - KM
KM-14653,Agriculture - KM
KM-14652,Agriculture - KM
KM-14651,Agriculture - KM
KM-14638,Horticulture
KM-14639,Horticulture
KM-14640,Horticulture
KM-14641,Horticulture
KM-14642,Horticulture
KM-14637,Agriculture - KM
KM-14172,Agriculture - KM
KM-14411,Agriculture - KM
KM-14544,Electricity
KM-14630,Agriculture - KM
KM-14483,Revenue
KM-14634,Horticulture
KM-14633,Agriculture - KM
KM-14631,Agriculture - KM
KM-14629,Agriculture - KM
KM-14588,Horticulture
KM-14610,Agriculture - KM
KM-14609,Agriculture - KM
KM-14608,Horticulture
KM-14607,Horticulture
KM-14606,Agriculture - KM
KM-14605,Horticulture
KM-14604,Horticulture
KM-14603,Agriculture - KM
KM-14602,Horticulture
KM-14600,Agriculture - KM
KM-14601,Horticulture
KM-14599,Horticulture
KM-14598,Agriculture - KM
KM-14597,Horticulture
KM-14596,Horticulture
KM-14595,Horticulture
KM-14594,Horticulture
KM-14593,Horticulture
KM-14585,Revenue
KM-14585,SC Corporation
KM-14587,Horticulture
KM-14589,Horticulture
KM-14586,Horticulture
KM-14584,Agriculture - KM
KM-14579,Marketing
KM-14571,Horticulture
KM-13661,Agriculture - KM
KM-14569,Agriculture - KM
KM-14573,Agriculture - KM
KM-14250,Agriculture - KM
KM-13102,Agriculture - KM
KM-13794,Rural Development
KM-14066,Marketing
KM-12637,Marketing
KM-14553,Horticulture
KM-13959,Agriculture - KM
KM-14174,Agriculture - KM
KM-13160,Agriculture - KM
KM-14542,Agriculture - KM
KM-14409,Agriculture - KM
KM-14423,Agriculture - KM
KM-14288,Rural Development
KM-13906,Agriculture - KM
KM-14488,Agriculture - KM
KM-13515,Agriculture - KM
KM-13738,Agriculture - KM
KM-13862,Agriculture - KM
KM-13179,Rural Development
KM-14090,Agriculture - KM
KM-12916,Agriculture - KM
KM-12878,Agriculture - KM
KM-14381,Agriculture - KM
KM-14353,Agriculture - KM
KM-14034,Agriculture - KM
KM-13704,Agriculture - KM
KM-14153,Agriculture - KM
KM-13537,Agriculture - KM
KM-13495,Agriculture - KM
KM-13609,Agriculture - KM
KM-13564,Agriculture - KM
KM-13402,Agriculture - KM
KM-13715,Agriculture - KM
KM-13735,Agriculture - KM
KM-14470,Horticulture
KM-14014,Rural Development
KM-14482,Rural Development
KM-12699,Horticulture
KM-14476,Revenue
KM-14538,Rural Development
KM-12610,Agriculture - KM
KM-12661,Agriculture - KM
KM-14520,Agriculture - KM
KM-14528,Agriculture - KM
KM-14524,Agriculture - KM
KM-14364,Revenue
KM-13195,Rural Development
KM-14465,Agriculture - KM
KM-13556,Agriculture - KM
KM-14506,Agriculture - KM
KM-14513,Revenue
KM-14478,Revenue
KM-14508,Agriculture - KM
KM-14511,Agriculture - KM
KM-14509,Markfed
KM-14495,Revenue
KM-14512,Banking
KM-10592,Banking
KM-04954,Revenue
KM-04821,Banking
KM-12376,Banking
KM-14510,Agriculture - KM
KM-14477,Revenue
KM-14011,Markfed
KM-14454,Markfed
KM-14485,Markfed
KM-10460,Revenue
KM-14471,Electricity
KM-14401,Markfed
KM-14503,Agriculture - KM
KM-14491,Agriculture - KM
KM-14443,Civil Supplies - KM
KM-14489,Markfed
KM-14486,Revenue
KM-14492,Electricity
KM-14316,SC Corporation
KM-14416,Horticulture
KM-14494,Banking
KM-14505,Markfed
KM-14438,Revenue
KM-14473,Banking
KM-14452,Banking
KM-14507,Agriculture - KM
KM-14372,Markfed
KM-11227,Agriculture - KM
KM-13796,Agriculture - KM
KM-13795,Agriculture - KM
KM-13574,Agriculture - KM
KM-13686,Agriculture - KM
KM-13573,Agriculture - KM
KM-13510,Agriculture - KM
KM-13584,Agriculture - KM
KM-14504,Revenue
KM-14451,Revenue
KM-14469,Revenue
KM-14499,Agriculture - KM
KM-14500,Agriculture - KM
KM-05051,Revenue
KM-14502,Revenue
KM-14501,Agriculture - KM
KM-14135,Agriculture - KM
KM-14430,Horticulture
KM-14412,Agriculture - KM
KM-14498,Agriculture - KM
KM-13608,Agriculture - KM
KM-14496,Markfed
KM-14497,SC Corporation
KM-14493,Agriculture - KM
KM-14490,Markfed
KM-14480,Civil Supplies - KM
KM-14122,Agriculture - KM
KM-12794,Agriculture - KM
KM-13033,Agriculture - KM
KM-14125,Agriculture - KM
KM-13407,Agriculture - KM
KM-13465,Agriculture - KM
KM-13405,Agriculture - KM
KM-13427,Agriculture - KM
KM-13567,Agriculture - KM
KM-13390,Agriculture - KM
KM-13577,Agriculture - KM
KM-12657,Agriculture - KM
KM-13540,Agriculture - KM
KM-13576,Agriculture - KM
KM-14385,Markfed
KM-14312,Markfed
KM-14383,Markfed
KM-14339,Agriculture - KM
KM-14467,Agriculture - KM
KM-14464,Agriculture - KM
KM-14432,Civil Supplies - KM
KM-14049,Banking
KM-14217,Electricity
KM-13751,Agriculture - KM
KM-12857,Agriculture - KM
KM-07844,Agriculture - KM
KM-14368,Markfed
KM-07430,Agriculture - KM
KM-05808,Revenue
KM-14455,Civil Supplies - KM
KM-12194,Agriculture - KM
KM-14457,Agriculture - KM
KM-14458,Agriculture - KM
KM-14442,Rural Development
KM-14456,Civil Supplies - KM
KM-14462,Civil Supplies - KM
KM-14472,Agriculture - KM
KM-14427,Markfed
KM-14441,Markfed
KM-14446,Civil Supplies - KM
KM-14450,Civil Supplies - KM
KM-14468,Agriculture - KM
KM-14481,Agriculture - KM
KM-09034,Revenue
KM-14475,Markfed
KM-14396,Horticulture
KM-14424,Revenue
KM-14474,Agriculture - KM
KM-08842,ITDA Department
KM-14444,Markfed
KM-08473,Revenue
KM-12879,Revenue
KM-14445,Civil Supplies - KM
KM-14404,Revenue
VKB-02007,Revenue
KM-14461,Agriculture - KM
KM-14460,Agriculture - KM
KM-14466,Agriculture - KM
KM-14257,Revenue
KM-14256,Revenue
KM-14449,Revenue
KM-14459,Department not mapped
KM-14259,Agriculture - KM
KM-13051,Revenue
KM-14384,Markfed
KM-14358,Markfed
KM-14399,Markfed
KM-13997,Markfed
KM-14037,Markfed
KM-14202,Markfed
KM-14112,Markfed
KM-14253,Markfed
KM-14331,Civil Supplies - KM
KM-13295,Civil Supplies - KM
KM-14436,Agriculture - KM
KM-13802,Markfed
KM-14433,Revenue
KM-14074,Markfed
KM-14453,Marketing
KM-14414,Agriculture - KM
KM-14270,Revenue
KM-14344,Rural Development
KM-14434,Agriculture - KM
KM-14437,Electricity
KM-14406,Revenue
KM-14165,Civil Supplies - KM
KM-14447,Agriculture - KM
KM-14301,Civil Supplies - KM
KM-14184,Civil Supplies - KM
KM-14332,Civil Supplies - KM
KM-14308,Civil Supplies - KM
KM-14194,Civil Supplies - KM
KM-14188,Civil Supplies - KM
KM-14235,Civil Supplies - KM
KM-14166,Civil Supplies - KM
KM-14115,Markfed
KM-14053,Markfed
KM-14212,Markfed
KM-13949,Markfed
KM-11576,Revenue
KM-14213,Markfed
KM-14110,Markfed
KM-12642,Electricity
KM-14420,Revenue
KM-14391,Agriculture - KM
VKB-01132,Agriculture - KM
KM-14398,Markfed
KM-14255,Revenue
KM-14426,Banking
KM-14198,Agriculture - KM
KM-14389,Markfed
KM-14421,Agriculture - KM
KM-14380,Banking
KM-14425,Revenue
KM-14392,Markfed
KM-14393,Markfed
KM-14390,Markfed
KM-14378,Markfed
KM-14417,Agriculture - KM
KM-14402,Markfed
KM-14397,Markfed
KM-13605,Electricity
KM-11500,Marketing
KM-14379,Markfed
KM-14387,Markfed
KM-14386,Markfed
KM-11354,Revenue
KM-13954,Agriculture - KM
KM-14415,Revenue
KM-14382,Horticulture
KM-14113,Markfed
KM-14352,Banking
KM-14328,Revenue
KM-14309,Agriculture - KM
KM-14341,Revenue
KM-14405,Revenue
KM-14343,Revenue
KM-14403,Civil Supplies - KM
KM-14400,Electricity
KM-14407,Agriculture - KM
KM-14394,Agriculture - KM
KM-14395,Markfed
KM-14351,Agriculture - KM
KM-13197,Agriculture - KM
KM-13270,Horticulture
KM-14371,Markfed
KM-14376,Markfed
KM-14374,Markfed
KM-14373,Markfed
KM-14369,Markfed
KM-14349,Revenue
KM-14359,Markfed
KM-14360,Markfed
KM-13978,Markfed
KM-14000,Markfed
KM-14116,Markfed
KM-10387,Agriculture - KM
KM-14317,Horticulture
KM-14013,Markfed
KM-14354,Revenue
KM-13994,Markfed
KM-13999,Markfed
KM-14348,Revenue
KM-13995,Markfed
KM-14325,Revenue
KM-14300,Revenue
KM-14370,Markfed
KM-14292,Agriculture - KM
KM-13897,Markfed
KM-13993,Markfed
KM-13998,Markfed
KM-14024,Markfed
KM-14020,Markfed
KM-13996,Markfed
KM-13800,Markfed
KM-14211,Markfed
KM-13946,Markfed
KM-14003,Markfed
KM-14007,Markfed
KM-14152,Markfed
KM-13399,Markfed
KM-13874,Markfed
KM-14026,Markfed
KM-14063,Markfed
KM-13976,Markfed
KM-13915,Markfed
KM-14025,Markfed
KM-13992,Markfed
KM-13947,Markfed
KM-13871,Markfed
KM-14220,Markfed
KM-14123,Markfed
KM-14017,Markfed
KM-14159,Markfed
KM-14097,Rural Development
KM-14080,Markfed
KM-13493,Markfed
KM-14079,Markfed
KM-14150,Markfed
KM-13948,Markfed
KM-14088,Markfed
KM-14073,Markfed
KM-13910,Markfed
KM-13902,Markfed
KM-14219,Rural Development
KM-14089,Markfed
KM-13843,Markfed
KM-13990,Markfed
KM-14100,Markfed
KM-14321,Revenue
KM-14249,Rural Development
KM-13921,Markfed
KM-13872,Markfed
KM-14377,ITDA Department
KM-14336,Agriculture - KM
KM-14336,ITDA Department
KM-13773,Markfed
KM-13899,Rural Development
KM-14318,Revenue
KM-14342,Civil Supplies - KM
KM-14362,Markfed
KM-14185,Markfed
KM-14012,Rural Development
KM-14375,Agriculture - KM
KM-10433,Revenue
KM-10433,Banking
KM-12334,Agriculture - KM
KM-13606,Revenue
KM-13606,Agriculture - KM
KM-13445,Agriculture - KM
KM-13799,Agriculture - KM
KM-14145,Agriculture - KM
KM-14118,Agriculture - KM
KM-14340,Revenue
KM-14365,Agriculture - KM
KM-14367,Revenue
KM-14337,Agriculture - KM
KM-14307,Agriculture - KM
KM-13229,Revenue
KM-13212,Revenue
KM-14267,Revenue
KM-13688,Irrigation
KM-13685,Irrigation
KM-13496,Agriculture - KM
KM-12381,Banking
KM-13742,Banking
KM-14021,Markfed
KM-10581,Banking
KM-14138,Markfed
KM-14350,Revenue
KM-09056,Banking
KM-09056,Agriculture - KM
KM-14335,Revenue
KM-14338,Agriculture - KM
KM-14068,Markfed
KM-13975,Markfed
KM-14334,Rural Development
KM-14064,Markfed
KM-14241,Markfed
KM-14347,Markfed
KM-14327,Revenue
KM-12183,Agriculture - KM
KM-13620,Horticulture
KM-14345,Banking
KM-14346,Markfed
KM-14357,Markfed
KM-14223,Marketing
KM-14361,Markfed
KM-14120,Markfed
KM-13151,Revenue
KM-14320,Revenue
KM-13833,Civil Supplies - KM
KM-14197,Civil Supplies - KM
KM-14168,Civil Supplies - KM
KM-12952,Agriculture - KM
KM-14329,Agriculture - KM
KM-14333,Electricity
KM-12876,Revenue
KM-13988,Revenue
KM-14260,Civil Supplies - KM
KM-14245,Agriculture - KM
KM-14326,Agriculture - KM
KM-14324,Agriculture - KM
KM-13185,Marketing
KM-14207,Agriculture - KM
KM-14314,Markfed
KM-14279,Revenue
KM-14306,Revenue
KM-14228,Agriculture - KM
KM-13382,Agriculture - KM
KM-14310,Markfed
KM-14315,Markfed
KM-13388,Markfed
KM-14251,Revenue
KM-14322,Revenue
KM-14323,Agriculture - KM
KM-14277,Agriculture - KM
KM-14302,Revenue
KM-14305,Agriculture - KM
KM-14070,Banking
KM-14319,Agriculture - KM
KM-14311,Agriculture - KM
KM-12113,Agriculture - KM
KM-14293,Revenue
KM-14294,Agriculture - KM
KM-14269,Revenue
KM-13536,Agriculture - KM
KM-05195,Revenue
KM-14239,Revenue
KM-10102,Electricity
KM-08995,ITDA Department
KM-14221,Agriculture - KM
KM-14295,Agriculture - KM
KM-14291,Agriculture - KM
KM-13614,Revenue
KM-14304,Agriculture - KM
KM-13551,Ground Water
KM-14254,Agriculture - KM
KM-14106,Civil Supplies - KM
KM-14299,Agriculture - KM
KM-14298,Agriculture - KM
KM-11723,Agriculture - KM
KM-14109,Agriculture - KM
KM-14297,Agriculture - KM
KM-14124,Revenue
KM-11618,Agriculture - KM
KM-14205,SC Corporation
KM-14121,Revenue
KM-14296,Agriculture - KM
KM-14266,Agriculture - KM
KM-12235,Agriculture - KM
KM-08464,Agriculture - KM
KM-14232,Horticulture
KM-14252,Agriculture - KM
KM-13840,Agriculture - KM
KM-14286,Civil Supplies - KM
KM-14276,Revenue
KM-14290,Agriculture - KM
KM-14284,Agriculture - KM
KM-14281,Agriculture - KM
KM-14281,Marketing
KM-14238,Revenue
KM-14237,Banking
VKB-03083,Revenue
KM-14272,Agriculture - KM
KM-14289,Agriculture - KM
KM-13940,SC Corporation
KM-14287,Agriculture - KM
KM-10211,Agriculture - KM
KM-12975,Agriculture - KM
KM-13502,Marketing
KM-10208,Revenue
KM-14081,Agriculture - KM
KM-13981,Agriculture - KM
KM-14203,Agriculture - KM
KM-14050,Marketing
KM-14045,Markfed
KM-14268,Revenue
KM-14280,Agriculture - KM
KM-14285,Agriculture - KM
KM-14091,Rural Development
KM-14222,Agriculture - KM
KM-14222,Marketing
KM-14271,Agriculture - KM
KM-14164,Civil Supplies - KM
KM-14282,Agriculture - KM
KM-12097,Agriculture - KM
KM-14283,Agriculture - KM
KM-14278,Agriculture - KM
KM-14265,Agriculture - KM
KM-14190,Agriculture - KM
KM-14273,Agriculture - KM
KM-14275,Agriculture - KM
KM-14264,Agriculture - KM
KM-14191,Agriculture - KM
KM-14274,Agriculture - KM
KM-14247,Civil Supplies - KM
KM-14258,Rural Development
KM-14142,Civil Supplies - KM
KM-14263,Agriculture - KM
KM-13928,Revenue
KM-14236,Civil Supplies - KM
KM-14141,Civil Supplies - KM
KM-14225,Revenue
KM-13859,Revenue
KM-14151,Civil Supplies - KM
KM-05225,Agriculture - KM
KM-14262,Agriculture - KM
KM-14261,Kisan Mitra Help Line
KM-05873,Revenue
KM-14160,Revenue
KM-13550,Revenue
KM-08977,Agriculture - KM
KM-14242,Revenue
KM-13617,Agriculture - KM
KM-10739,Agriculture - KM
KM-14192,Banking
KM-14061,RWS department
KM-14243,Agriculture - KM
KM-14139,Revenue
KM-14246,Revenue
KM-14052,Civil Supplies - KM
KM-14062,Markfed
KM-09660,Revenue
KM-14078,Revenue
KM-06046,Revenue
KM-14248,Horticulture
KM-14186,Agriculture - KM
KM-14244,Marketing
KM-05787,Electricity
KM-14206,Revenue
KM-14227,Rural Development
KM-13942,Agriculture - KM
KM-14226,Civil Supplies - KM
KM-14148,Agriculture - KM
KM-13384,Agriculture - KM
KM-14199,Revenue
KM-14229,Rural Development
KM-13945,Agriculture - KM
KM-14234,Agriculture - KM
KM-14240,Agriculture - KM
KM-11079,Revenue
KM-12643,Revenue
VKB-00173,Revenue
KM-14077,Revenue
KM-13884,Revenue
KM-14189,Agriculture - KM
KM-12469,Agriculture - KM
KM-14233,Agriculture - KM
KM-14196,Civil Supplies - KM
KM-12336,Banking
KM-14230,Horticulture
KM-05184,Revenue
KM-11267,Agriculture - KM
KM-12911,Agriculture - KM
KM-14215,Agriculture - KM
KM-14204,Agriculture - KM
KM-14155,Horticulture
KM-14128,Agriculture - KM
KM-14001,Agriculture - KM
KM-14111,Agriculture - KM
KM-14108,Agriculture - KM
KM-11273,Agriculture - KM
KM-11231,Agriculture - KM
KM-13355,Agriculture - KM
KM-12966,Agriculture - KM
KM-14131,Agriculture - KM
KM-14224,Electricity
KM-14010,Revenue
KM-14178,Markfed
KM-13962,Revenue
KM-14127,Agriculture - KM
KM-13939,Agriculture - KM
KM-14156,Agriculture - KM
KM-14048,Agriculture - KM
KM-14082,Banking
KM-13458,Revenue
KM-14218,Rural Development
KM-13984,Marketing
KM-14210,Revenue
KM-14216,Agriculture - KM
KM-14136,Ground Water
KM-14101,Agriculture - KM
KM-05028,Revenue
KM-14195,Markfed
KM-14182,Markfed
KM-14146,Horticulture
KM-14137,Agriculture - KM
KM-14161,Agriculture - KM
KM-14173,Markfed
KM-14214,Markfed
KM-14180,Electricity
KM-14167,Markfed
KM-08649,Agriculture - KM
KM-14208,Rural Development
KM-08427,Revenue
KM-13411,Banking
KM-14201,Agriculture - KM
KM-14134,Markfed
KM-14200,Agriculture - KM
KM-13345,Agriculture - KM
KM-14093,Revenue
KM-14193,Electricity
KM-13324,Agriculture - KM
KM-05186,Revenue
KM-05035,Revenue
KM-14133,Rural Development
KM-12111,Horticulture
KM-14147,Agriculture - KM
KM-14183,Rural Development
KM-14181,Civil Supplies - KM
KM-14149,Agriculture - KM
KM-14179,Revenue
KM-09970,Revenue
KM-14163,Revenue
KM-14175,Agriculture - KM
KM-14177,Markfed
KM-14176,Markfed
KM-08155,SC Corporation
KM-13490,Agriculture - KM
KM-13320,Agriculture - KM
KM-12247,Agriculture - KM
KM-09838,Marketing
KM-14162,Markfed
KM-14143,Agriculture - KM
KM-14158,Agriculture - KM
KM-14157,Markfed
KM-13917,ITDA Department
KM-13482,Agriculture - KM
KM-13344,Agriculture - KM
KM-14126,Agriculture - KM
KM-13446,Agriculture - KM
KM-14130,Agriculture - KM
KM-14006,Horticulture
KM-12423,Agriculture - KM
KM-11544,Agriculture - KM
KM-12323,Agriculture - KM
KM-14085,Revenue
KM-14129,Civil Supplies - KM
KM-14029,Agriculture - KM
KM-04003,Revenue
KM-14140,Rural Development
KM-14132,Markfed
KM-13936,Rural Development
KM-14102,Civil Supplies - KM
KM-14019,Revenue
KM-10480,Agriculture - KM
KM-05115,Revenue
KM-13147,Revenue
KM-14119,Agriculture - KM
KM-04482,Marketing
KM-03849,Marketing
KM-14107,Marketing
KM-14114,Markfed
KM-14117,Agriculture - KM
KM-13963,Agriculture - KM
KM-13563,Agriculture - KM
KM-13980,Agriculture - KM
KM-14103,Horticulture
KM-14105,Markfed
KM-14032,Agriculture - KM
KM-14096,Marketing
KM-14104,Markfed
KM-05668,Marketing
KM-14087,Revenue
KM-14005,Agriculture - KM
KM-14092,Banking
KM-14075,Revenue
KM-14098,Markfed
KM-12374,Revenue
KM-14083,Marketing
VKB-01466,Revenue
KM-06085,Revenue
KM-14095,Marketing
KM-06300,Agriculture - KM
KM-06300,Insurance
KM-14067,Marketing
KM-12963,Revenue
VKB-01974,Revenue
KM-14086,Horticulture
KM-14084,Rural Development
KM-14071,Civil Supplies - KM
KM-14076,Agriculture - KM
KM-13877,Revenue
KM-14015,Rural Development
KM-03615,ITDA Department
KM-13951,Agriculture - KM
KM-14033,Rural Development
KM-13972,Agriculture - KM
KM-09735,Revenue
KM-03446,Revenue
KM-13779,Markfed
KM-13837,Rural Development
KM-13965,Agriculture - KM
KM-13592,Agriculture - KM
KM-14022,Agriculture - KM
KM-14055,Rural Development
KM-14054,Rural Development
KM-14056,Revenue
KM-14058,Revenue
KM-14057,Revenue
KM-14065,Agriculture - KM
KM-14069,Horticulture
KM-14072,Agriculture - KM
KM-11748,Revenue
KM-09712,Revenue
KM-05220,Marketing
KM-14059,Electricity
KM-13248,Marketing
KM-14047,Agriculture - KM
KM-13985,Agriculture - KM
KM-14060,Agriculture - KM
KM-13966,Revenue
KM-10511,Other
KM-14051,Agriculture - KM
KM-12592,Revenue
KM-13892,Revenue
VKB-01394,SC Corporation
VKB-01394,Revenue
KM-06001,Revenue
KM-13193,Revenue
KM-06079,Revenue
KM-04989,Revenue
KM-13803,Revenue
KM-05683,Revenue
VKB-03058,Rural Development
KM-04961,Revenue
KM-09613,Revenue
KM-13288,Revenue
KM-13288,Irrigation
KM-13807,Revenue
KM-14043,Rural Development
KM-14028,Agriculture - KM
KM-14039,Rural Development
KM-13821,Revenue
KM-13821,Banking
VKB-01780,Banking
KM-13504,Agriculture - KM
KM-14044,Agriculture - KM
KM-14042,Revenue
KM-12017,Revenue
KM-13931,ST Corporation
KM-13093,Revenue
KM-13979,Rural Development
KM-13841,Banking
KM-14004,Markfed
KM-14027,Markfed
KM-05946,Revenue
KM-14038,Agriculture - KM
KM-14041,Horticulture
KM-14040,Agriculture - KM
KM-13823,Agriculture - KM
KM-13858,Agriculture - KM
KM-11969,Markfed
KM-14023,Revenue
KM-14031,Revenue
KM-13944,ST Corporation
KM-12398,Revenue
KM-13989,Revenue
KM-09933,Revenue
KM-14030,Electricity
KM-09432,Revenue
KM-09432,ITDA Department
KM-12919,Agriculture - KM
KM-13832,Markfed
KM-13815,Markfed
KM-13777,Markfed
KM-13828,Markfed
KM-13864,Markfed
KM-13880,Markfed
KM-13787,Markfed
KM-13876,Markfed
KM-14009,Agriculture - KM
KM-14009,Insurance
KM-13029,Revenue
KM-13293,Revenue
KM-12791,Horticulture
KM-12273,Electricity
KM-12366,Revenue
KM-13491,Revenue
KM-12513,Revenue
KM-09083,RWS department
KM-14002,Revenue
KM-06164,Revenue
KM-13983,SC Corporation
KM-08573,Agriculture - KM
KM-13987,Agriculture - KM
KM-13986,Animal Husbandary & Veternary
KM-09501,ITDA Department
KM-09501,Revenue
KM-09599,ITDA Department
KM-09599,Revenue
KM-09089,ITDA Department
KM-09089,Revenue
KM-08824,ITDA Department
KM-08824,Revenue
KM-10455,ITDA Department
KM-10455,Revenue
KM-12961,Agriculture - KM
